Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ZDHHC14	0.15031584142205678	1.9355432109513915e-7	0.0014426950127919883	0.8058012015954382	0.9994628079712078	FALSE
SDC3	0.053864063483553874	1.927288338063704e-7	0.0014426949945553367	0.8382398857532594	0.9994628079712078	FALSE
RPAP2	0.11055480817877315	1.925693939604627e-7	0.001442694952053601	0.8862980516638751	0.9994628079712078	FALSE
KIR3DL3	0.06971851287937586	1.922604910036597e-7	0.0014426950097926048	0.8491711866830025	0.9994628079712078	FALSE
B2M	0.11883406577393002	1.919225868230749e-7	0.0014426950120807647	0.8498618533385704	0.9994628079712078	FALSE
LRP2	0.0906365917204709	1.9108009307644772e-7	0.0014426950097960335	0.8668587879873815	0.9994628079712078	FALSE
CADPS	0.08455266079990695	1.9010568381487397e-7	0.0014426950102763075	0.840866977461746	0.9994628079712078	FALSE
CLEC4G	0.10981358277283396	1.897100148475844e-7	0.001442694992836653	0.8425261861231729	0.9994628079712078	FALSE
ANKLE1	0.18267173012141794	1.8965498407342286e-7	0.0014426948891883304	0.8066527481931286	0.9994628079712078	FALSE
SHISA5	0.1922219218443646	1.8866098572887267e-7	0.0014426950138010034	0.7875147898426098	0.9994628079712078	FALSE
GANAB	0.12473791366403547	1.8850920492524602e-7	0.0014426950117019423	0.8187736287673638	0.9994628079712078	FALSE
GNPTG	0.34016348780850764	1.8850533196960506e-7	0.0014426950175074474	0.7399718759364942	0.9994628079712078	FALSE
HSPA4	0.21693670227462744	1.864611588907334e-7	0.0014426950145582428	0.7763090344252046	0.9994628079712078	FALSE
HNRNPAB	0.11285811236269877	1.8542401751022058e-7	0.0014426950111341831	0.8251326922796434	0.9994628079712078	FALSE
FAM120A	0.16860238177949713	1.8474427002398724e-7	0.001442695012805316	0.7981981726657863	0.9994628079712078	FALSE
RABGAP1L-DT	0.14909719153801204	1.8376746667067778e-7	0.0014426950120905193	0.8074418033634394	0.9994628079712078	FALSE
LMO3	0.18794771114663583	1.831932636959146e-7	0.0014426949591479512	0.8205905412428776	0.9994628079712078	FALSE
PCDHA4	0.10547442045200016	1.8311065582004984e-7	0.0014426950107586953	0.829145454100229	0.9994628079712078	FALSE
BTBD9	0.06773558869090589	1.8250569255264307e-7	0.0014426949899565423	0.8269361568881823	0.9994628079712078	FALSE
KCNMA1-AS1	0.098019125953978	1.8242253497233993e-7	0.001442695010482854	0.833412976798152	0.9994628079712078	FALSE
SLC35F5	0.0622310013421836	1.8235542854021153e-7	0.0014426949821861696	0.8697956189520799	0.9994628079712078	FALSE
PSD4	0.02492753543400912	1.81742569770499e-7	0.0014426950078735398	0.8772317774174367	0.9994628079712078	FALSE
SRSF3	0.027291768934091958	1.8170560344754414e-7	0.001442695008588677	0.8764156503737707	0.9994628079712078	FALSE
AHNAK	0.19891052828977382	1.8146037037568537e-7	0.0014426950137643787	0.7838566925243784	0.9994628079712078	FALSE
CASK	0.09875749170397827	1.7983564254533815e-7	0.0014426950102998802	0.8329938572557211	0.9994628079712078	FALSE
ADAM17	1.6302570877258888	1.7963421743675014e-7	0.0014426949825496562	0.672525920919806	0.9994628079712078	FALSE
RTTN	0.16839673219404944	1.7891226165356911e-7	0.0014426950123113524	0.8017337852681627	0.9994628079712078	FALSE
FOXP2	0.20911059468822346	1.7884593026766707e-7	0.0014426949002237174	0.8220631730416572	0.9994628079712078	FALSE
UCP3	0.09192550987866649	1.785176113148104e-7	0.0014426950100394052	0.8367647855886109	0.9994628079712078	FALSE
MACF1	0.17762752400594942	1.7812691672057848e-7	0.001442694983485358	0.8199229274795996	0.9994628079712078	FALSE
PSMA4	0.03726019342771139	1.7808619782162466e-7	0.0014426950087352917	0.8705090788909471	0.9994628079712078	FALSE
HMGN2	0.06215671070800359	1.779725452075124e-7	0.001442695009024745	0.8589270715058728	0.9994628079712078	FALSE
FRMD4B	0.22313462672816503	1.7791315862158057e-7	0.0014426950128837224	0.7938000166770592	0.9994628079712078	FALSE
JAK1	0	1.7654583182023504e-7	0.001442695018854859	1	NA	NA
RN7SL2	0.21700993687490552	1.752959594120224e-7	0.0014426949551244353	0.8954411094092136	0.9994628079712078	FALSE
NUFIP2	0.08315860910935698	1.748941985772345e-7	0.0014426950095749972	0.8416795438883149	0.9994628079712078	FALSE
ZNF317	0.0807192196501538	1.745743990342987e-7	0.0014426950094648344	0.8429677623103107	0.9994628079712078	FALSE
PCNT	0.08142108077028076	1.7448985092788892e-7	0.001442695009481448	0.8425821897381333	0.9994628079712078	FALSE
DLX6	0.07927437163730956	1.7399019552680325e-7	0.001442695009383276	0.843758897868937	0.9994628079712078	FALSE
NBEAL2	0.0839439150593965	1.7397433769936506e-7	0.0014426947978605563	0.8205952559370412	0.9994628079712078	FALSE
FAM53B	0.09540428078230381	1.736693963382316e-7	0.0014426950099557733	0.8348552298141685	0.9994628079712078	FALSE
SLC15A4	0.779704693868654	1.7346971337399366e-7	0.0014426950245477418	0.686631841292207	0.9994628079712078	FALSE
DHODH	0.077861612178048	1.7321263596024684e-07	0.001442695009298582	0.8445544126078426	0.9994628079712078	FALSE
XYLT2	0.08319744096656483	1.730205813582507e-7	0.0014426949364943322	0.8219163273199787	0.9994628079712078	FALSE
MIR100HG	0.08768424082953313	1.721790069898756e-7	0.0014426950096055658	0.8391577899129448	0.9994628079712078	FALSE
GLI2	0.07828950074065458	1.7184495367883076e-7	0.001442695009214212	0.8443162502660791	0.9994628079712078	FALSE
NCKAP1L	0.09934719161571605	1.707132738521028e-7	0.0014426949442139772	0.6756861642512916	0.9994628079712078	FALSE
PIK3R4	0.09447645533781125	1.7018504375540194e-7	0.0014426950097039667	0.8358874095401297	0.9994628079712078	FALSE
DYRK1A	0.06373204554048045	1.6983206466553462e-7	0.0014426950087207714	0.8526560435981805	0.9994628079712078	FALSE
PPP3CA	0.0939637956731062	1.6963903158462628e-7	0.0014426950098086937	0.8357076790990362	0.9994628079712078	FALSE
HGSNAT	0.28673753410926117	1.693726698913654e-7	0.00144269495615359	0.8296811775840968	0.9994628079712078	FALSE
LCOR	0.03868701852670452	1.6919722084149185e-7	0.0014426950081696593	0.8688348261930953	0.9994628079712078	FALSE
RFT1	0.06488859520847047	1.678674027298457e-7	0.0014426950085925055	0.8519537458732277	0.9994628079712078	FALSE
TRDN	0.3938002568189357	1.6783012913774988e-7	0.001442694930313546	0.7845480908488971	0.9994628079712078	FALSE
PLEKHA1	0.44929930511591365	1.677510262277043e-7	0.001442694909904756	0.9760352022248945	0.9994628079712078	FALSE
KCNV1	0.17115924168618113	1.674933226318218e-7	0.0014426950115101122	0.8511967764363321	0.9994628079712078	FALSE
SBF1	0.1034634794460476	1.6734626973941259e-7	0.0014426950096858783	0.8323159385559351	0.9994628079712078	FALSE
EPN1	0.06443933825485726	1.6660376925377855e-7	0.0014426950085615624	0.8522631729348731	0.9994628079712078	FALSE
KCNJ8	0.207802831215739	1.6660195327759476e-7	0.00144269501620019	0.7800430456390564	0.9994628079712078	FALSE
SETMAR	0.09861458831728742	1.6539014441605776e-7	0.00144269500942505	0.8351040573626709	0.9994628079712078	FALSE
FBXO15	0.8661251743098574	1.6506199126236326e-7	0.0014426949579774378	0.7442548164386616	0.9994628079712078	FALSE
DENND4A	0.0587191253100327	1.633211465757363e-7	0.001442695008198763	0.8556094960426255	0.9994628079712078	FALSE
USP47	0.14329564775203896	1.6222910433557656e-7	0.0014426950107199355	0.8092310243676283	0.9994628079712078	FALSE
ZNF414	0.060397126222589	1.61992304707525e-7	0.0014426950081724724	0.8546132752053999	0.9994628079712078	FALSE
BCL11A	0.05548343432479703	1.6195320055186346e-7	0.001442695008040795	0.8575621817227689	0.9994628079712078	FALSE
HMCN1	0.1271181880650787	1.6127332584915345e-7	0.0014426949401454556	0.9053792824407209	0.9994628079712078	FALSE
GYPA	0.1015776354770681	1.6120636416029865e-7	0.001442695009334937	0.8314684976339217	0.9994628079712078	FALSE
VPS35L	0.08926745450825536	1.6119365433792996e-7	0.00144269500907302	0.8400468945630793	0.9994628079712078	FALSE
LINC02270	0.047702140391151907	1.6086422628847822e-7	0.0014426950076957743	0.8623510871992981	0.9994628079712078	FALSE
FLOT2	0.020709264508006208	1.60358040279092e-7	0.001442695007250635	0.8806827827100909	0.9994628079712078	FALSE
ZNF514	0.05292348335582389	1.5995309437853992e-7	0.0014426950078556232	0.8591073919452239	0.9994628079712078	FALSE
FTX	0.09437174617674977	1.5909283618258758e-7	0.0014426950048849754	0.8399586732970004	0.9994628079712078	FALSE
CLSPN	0.0494938663184796	1.5823003370580555e-7	0.0014426950076982885	0.8612283868654718	0.9994628079712078	FALSE
ACVR2B	0.04907307672462162	1.5736531403247602e-7	0.001442695007652043	0.8614955199402432	0.9994628079712078	FALSE
RPS6KB2	0	1.57104521819865e-7	0.0014426950177743145	1	NA	NA
RAC1	0.05708694250480741	1.5692603654372962e-7	0.0014426949671731558	0.8485488353353177	0.9994628079712078	FALSE
PANK3	0.07174771303469482	1.5601066808692688e-7	0.0014426950054386436	0.8512468971059066	0.9994628079712078	FALSE
CNOT2	0.04645416977208854	1.5527322846047194e-7	0.0014426950075331851	0.8631516655548724	0.9994628079712078	FALSE
SGSM2	0.07515792071102839	1.551784282617113e-7	0.0014426950085802061	0.8460696023344025	0.9994628079712078	FALSE
PRKAR2A	0.0488964732828152	1.5490834212980867e-7	0.00144269500747416	0.8616073973554801	0.9994628079712078	FALSE
PLEKHF1	0.7046473955431215	1.5475291069599575e-7	0.0014426947629758182	0.7025857195496439	0.9994628079712078	FALSE
RCOR3	0.07260356065678086	1.5312125738550554e-7	0.001442695008129055	0.8475211591843124	0.9994628079712078	FALSE
STX3	0.09566467895583984	1.5288388614698924e-7	0.001442694991160335	0.8470454140185969	0.9994628079712078	FALSE
COL16A1	0.04032265398538964	1.5113638638238316e-7	0.0014426950071468297	0.8670176074054354	0.9994628079712078	FALSE
LINC00667	0.059500020562897486	1.498591477222147e-7	0.0014426950074342046	0.8551424604911494	0.9994628079712078	FALSE
HERPUD2-AS1	0.19305380580963596	1.489146971306163e-7	0.0014426949922329976	0.8555311788993729	0.9994628079712078	FALSE
FOXL2NB	0.1547943273669257	1.4833776323777454e-7	0.001442694978195726	0.8362080812339316	0.9994628079712078	FALSE
MIR1915HG	0.060812432027427796	1.4665560177718923e-7	0.0014426950073145855	0.8561897558977023	0.9994628079712078	FALSE
EIF3J	0.3113949997088413	1.466428043079552e-7	0.00144269501627902	0.741992553143475	0.9994628079712078	FALSE
ATF7	0.037578960355514196	1.4640249497408462e-7	0.0014426950069404457	0.8688014218300566	0.9994628079712078	FALSE
ADNP	0.044878965369665895	1.4597078276756898e-7	0.0014426949999702696	0.8668018309700651	0.9994628079712078	FALSE
TRIM41	0.045027983873524954	1.4530451767116478e-7	0.001442694999988227	0.8667030213288835	0.9994628079712078	FALSE
SLC1A2	0.13701089754731383	1.4490085067721284e-7	0.0014426949889092874	0.8332884034520889	0.9994628079712078	FALSE
SLAMF7	0.05477416242986526	1.4461982315644712e-7	0.0014426950070685553	0.860076155204045	0.9994628079712078	FALSE
TRA2B	1.1728377347559111	1.441597138298947e-7	0.0014426949590814547	0.5713331440483961	0.9994628079712078	FALSE
ADD1	0.032762156363129076	1.4400511867810562e-7	0.0014426950067395565	0.8718163719319669	0.9994628079712078	FALSE
JADE1	0.09303041630427343	1.4368869085957748e-7	0.001442694951344402	0.8435734557117427	0.9994628079712078	FALSE
AGBL1	0.032444297604235235	1.4346448126513904e-7	0.001442695006722947	0.8720187597780518	0.9994628079712078	FALSE
KLF14	0.37202208207060333	1.4296264674897241e-7	0.0014426949626497206	0.8120871520758315	0.9994628079712078	FALSE
ST18	0.012526320118504734	1.4273900641134986e-7	0.0014426950413910808	0.8851539391351246	0.9994628079712078	FALSE
NUDT6	0.10939677510666138	1.4222841316970851e-7	0.0014426949840630713	0.8471012716577933	0.9994628079712078	FALSE
DPPA4	0.047583351198158624	1.4205650220463578e-7	0.0014426950068274237	0.8635120312163113	0.9994628079712078	FALSE
NDUFS7	0.03131580029626183	1.4171814232259074e-7	0.0014426950066652553	0.8727372345215885	0.9994628079712078	FALSE
FAM131A	0.06776381748239013	1.4023428830478545e-7	0.0014426950070346221	0.8588283082649104	0.9994628079712078	FALSE
CHAT	0.03444738032588802	1.3975622821873274e-7	0.0014426950065588727	0.8707624049957113	0.9994628079712078	FALSE
PASD1	0.03444738032588802	1.3975622821873274e-7	0.0014426950065588727	0.8707624049957113	0.9994628079712078	FALSE
DNAJC21	0.028516764363427455	1.3918914710555197e-7	0.001442695006544629	0.8745198090781272	0.9994628079712078	FALSE
ZSWIM8	0.06990847054536453	1.3873909250386808e-7	0.0014426948957488002	0.8257004772867823	0.9994628079712078	FALSE
PSMB9	0.04036334956174392	1.3847814105478399e-7	0.0014426950065548761	0.8670044446502954	0.9994628079712078	FALSE
ZBTB37	0.04036334956174392	1.3847814105478399e-7	0.0014426950065548761	0.8670044446502954	0.9994628079712078	FALSE
BIVM	0.192895096591118	1.380670464604166e-7	0.0014426949759516082	0.8707595634383113	0.9994628079712078	FALSE
TMBIM4	0.027830840955958596	1.3757257072236173e-7	0.0014426950064956486	0.8749626579881995	0.9994628079712078	FALSE
DR1	0.04593948921556776	1.3748787369867342e-7	0.001442695006574775	0.8657177023136067	0.9994628079712078	FALSE
IFT46	0.02772182461495537	1.3733153872594876e-7	0.0014426950064845342	0.8750305402218765	0.9994628079712078	FALSE
SRGAP2	0.02772182461495537	1.3733153872594876e-7	0.0014426950064845342	0.8750305402218765	0.9994628079712078	FALSE
ZC3H8	0.02772182461495537	1.3733153872594876e-7	0.0014426950064845342	0.8750305402218765	0.9994628079712078	FALSE
EFCAB11	0.043957998629303406	1.3689521748366672e-7	0.0014426950064752439	0.8668703658588807	0.9994628079712078	FALSE
NREP	0.03808189302356024	1.3630254412616724e-7	0.0014426950063201435	0.8688018434171446	0.9994628079712078	FALSE
MYO9A	3.3044619911921527	1.3564390546238453e-7	0.0014426939364126543	0.8980239390783825	0.9994628079712078	FALSE
SLC6A14	0.11580329802558073	1.3467280337705852e-7	0.0014426949555779503	0.8955510690599834	0.9994628079712078	FALSE
INO80D	0.04826188472783167	1.3058688670747827e-7	0.001442695002733499	0.867865058476595	0.9994628079712078	FALSE
SERPINA1	0.4141339142223909	1.2832383645040447e-7	0.0014426949479973369	0.937412718432751	0.9994628079712078	FALSE
ZBTB20	0.026891182632299605	1.2677371755742246e-7	0.0014426950278027383	0.8755908924129457	0.9994628079712078	FALSE
MIA2	0.03184539416995785	1.2623996626448435e-7	0.0014426950060238363	0.8734950224548443	0.9994628079712078	FALSE
TIGAR	0.29425729259192485	1.2592618798527037e-7	0.001442694961943013	0.8243281857111515	0.9994628079712078	FALSE
ERBB3	0.04088331844347289	1.2522889465922685e-7	0.0014426949952178986	0.8707298517151199	0.9994628079712078	FALSE
SSH1	0.05723505052719846	1.2485642680532928e-7	0.0014426949826792314	0.8693034044616956	0.9994628079712078	FALSE
POLE2	0.07384524898921282	1.2472541774342973e-7	0.001442694960464255	0.9593831322377513	0.9994628079712078	FALSE
DCAF10	0.052850159236927076	1.2446050205675358e-7	0.0014426949861472754	0.8684011082646279	0.9994628079712078	FALSE
TUBGCP4	0.06777518696143192	1.2360403508324896e-7	0.0014426949856305845	0.8630128411311316	0.9994628079712078	FALSE
CBR3-AS1	0.02824760936354609	1.226424656769265e-7	0.0014426949918599048	0.8787627653735822	0.9994628079712078	FALSE
LANCL1	0.04312244049534534	1.2142303016246144e-7	0.001442695006249472	0.8652418665501419	0.9994628079712078	FALSE
RNASEH1	0.03785353718420385	1.2044404161518085e-7	0.0014426949876796284	0.875299571778877	0.9994628079712078	FALSE
CCDC9	0.0450277010214254	1.192918053980226e-7	0.0014426949570404731	0.8759856073457533	0.9994628079712078	FALSE
RAB7A	0.12189355563459209	1.1906117924619084e-7	0.001442695005935534	0.8720286426784402	0.9994628079712078	FALSE
HLA-A	0.0879155340255254	1.1855443199725063e-7	0.0014426950013525822	0.8673618005733085	0.9994628079712078	FALSE
LMBR1	0.5666926047696013	1.18229381829281e-7	0.0014426949674423725	0.817926835781644	0.9994628079712078	FALSE
MORF4L1	0.0036693954147039927	1.1782961442941017e-7	0.0014426950139928446	0.8913793855383327	0.9994628079712078	FALSE
SHOX	0.08202575133345562	1.1652776788200972e-7	0.0014426949955238094	0.8518754408037361	0.9994628079712078	FALSE
POTEF	0.4340140297034858	1.1641644911214538e-7	0.0014426947977670727	0.6173984688562493	0.9994628079712078	FALSE
NBPF1	0.4982942858352354	1.1550691616347065e-7	0.0014426949430513159	0.8687189461238026	0.9994628079712078	FALSE
GINS4	1.1834430496046653	1.1512802103522475e-7	0.0014426949350732575	0.8516744539156798	0.9994628079712078	FALSE
IMMP2L	0.5427964417796743	1.1318669236448586e-7	0.0014426948859169856	0.8525018224500116	0.9994628079712078	FALSE
TRIM14	0.06087630373834436	1.1294340349469744e-7	0.0014426950075627678	0.860556922147017	0.9994628079712078	FALSE
LINC00670	0.1202875240713447	1.1219858167233865e-7	0.001442694991793318	0.8373047506341913	0.9994628079712078	FALSE
USF1	0.06245137883120969	1.113855212460294e-7	0.0014426949694665604	0.8759185629234381	0.9994628079712078	FALSE
LAMC2	0.07202634068140222	1.0533719001228443e-7	0.0014426950076096372	0.84784270583799	0.9994628079712078	FALSE
SMIM12	0.07202634068140222	1.0533719001228443e-7	0.0014426950076096372	0.84784270583799	0.9994628079712078	FALSE
FLNB	0.044416357428484356	1.0292964545628625e-7	0.0014426949786216807	0.8774580958743841	0.9994628079712078	FALSE
CELF5	0.045869188514763744	1.0238694334433744e-7	0.0014426949079513536	0.837742805324615	0.9994628079712078	FALSE
ANKHD1	0.6786452058888015	1.0011647901164572e-7	0.0014426948887149944	0.6961930413452708	0.9994628079712078	FALSE
WASHC1	0.02472911313102737	9.935473473525637e-8	0.0014426950050583013	0.8797106757663645	0.9994628079712078	FALSE
MAGEA10	0.017641161118607966	9.864926895960968e-8	0.001442695005600387	0.8816691082714296	0.9994628079712078	FALSE
ZBTB25	0.0025201658740868524	9.676859763177582e-8	0.0014426950149292522	0.8922050553033598	0.9994628079712078	FALSE
DNAJC10	0.08580611089587287	9.667218867551232e-8	0.0014426949704936635	0.8716225726636996	0.9994628079712078	FALSE
PPP1CB	0.0025201658740868524	9.585358165770743e-8	0.001442695014877785	0.8922050553033598	0.9994628079712078	FALSE
CFLAR	0.26481802891538436	9.541903388836776e-8	0.001442694891194564	0.8804904818473455	0.9994628079712078	FALSE
TNFRSF13C	0.02983109653016221	9.541129062297836e-8	0.0014426950043782902	0.8767648970094474	0.9994628079712078	FALSE
GLG1	1.0331852463409614	9.46441314976556e-8	0.0014426948064078227	0.8124072508150424	0.9994628079712078	FALSE
SNRK	0.08976588485242758	9.394424263437449e-8	0.0014426949609024008	0.8759151757116738	0.9994628079712078	FALSE
RSRC1	0.23826642742311185	9.294845730203976e-8	0.0014426947948586743	0.8315633796168329	0.9994628079712078	FALSE
NCAPD3	0.27525769510860215	9.24602203824762e-8	0.0014426949987886807	0.7808999722841006	0.9994628079712078	FALSE
COTL1	4.050325193922304	9.115797632143447e-8	0.0014426949260863554	0.6578505542038189	0.9994628079712078	FALSE
SNHG5	0.16433722208883822	8.955159618365923e-8	0.001442694978793556	0.8794952012840502	0.9994628079712078	FALSE
ARIH1	693.6170670829673	8.948657188770635e-8	0.001442694907630263	0.17666980253584866	0.9994628079712078	FALSE
ZC2HC1C	0.047406255624012975	8.84372377184921e-8	0.0014426949688538893	0.8820297139537138	0.9994628079712078	FALSE
SUB1	0.013518457335098015	8.824439697775492e-8	0.001442695005843376	0.8844705157395385	0.9994628079712078	FALSE
VEPH1	0.22730539975380087	8.710900105400054e-8	0.0014426949719139126	0.8336695366802422	0.9994628079712078	FALSE
ARLNC1	0.028371076082879983	8.356678844672373e-8	0.0014426950068848175	0.8867076293721217	0.9994628079712078	FALSE
MCPH1-DT	0.010984968830509196	8.345626540078445e-8	0.0014426950070450014	0.8862328763941515	0.9994628079712078	FALSE
PCED1B-AS1	0.006164728354215651	8.322412999023068e-8	0.001442695011272644	0.8908872849885674	0.9994628079712078	FALSE
NOL9	0.03673487234853376	8.264866003861529e-8	0.001442694971569844	0.884938974292147	0.9994628079712078	FALSE
CREG1	0.12225018208169487	8.203711357029514e-8	0.001442694955972345	0.8769499656361837	0.9994628079712078	FALSE
LHFPL5	0.23295463150598503	8.17032029014349e-8	0.0014426949574986633	0.8976296439998276	0.9994628079712078	FALSE
DGCR11	0.08909850976002533	8.120892739941403e-8	0.0014426950056621486	0.8384147691838839	0.9994628079712078	FALSE
GRM3	0.05593499080597808	8.10834357193118e-8	0.001442694948307617	0.8057357346816221	0.9994628079712078	FALSE
NAALADL2	0.0031315800296261836	8.060846615373649e-8	0.0014426950128711888	0.8917651064006208	0.9994628079712078	FALSE
F8	0.18273360009718662	8.010166284403137e-8	0.0014426949519226017	0.8700947481662232	0.9994628079712078	FALSE
MYO10	0.045565495822105964	7.977408525679916e-8	0.0014426949744281773	0.8825738896783386	0.9994628079712078	FALSE
RPS14	0.1097101388862183	7.947912453085658e-8	0.0014426949648452248	0.8719984966553187	0.9994628079712078	FALSE
CTBP2	0.010834856220510175	7.94603494315665e-8	0.0014426950073115796	0.8886122093213702	0.9994628079712078	FALSE
USF3	0.06191917238077041	7.938314672889828e-8	0.001442695004784048	0.8537467419386467	0.9994628079712078	FALSE
SNTN	0.012829881026684501	7.896749553540447e-8	0.0014426950068374166	0.8876264850837599	0.9994628079712078	FALSE
USP11	0.02550351682496224	7.850213070358604e-8	0.0014426950072470857	0.8878073701670472	0.9994628079712078	FALSE
CDKAL1	0.013435691190813814	7.829815705528266e-8	0.0014426950072832236	0.8886125245558092	0.9994628079712078	FALSE
GK5	0.03304874702869186	7.820921563252935e-8	0.0014426950124319911	0.9265450208968541	0.9994628079712078	FALSE
MCOLN3	0.1236258114723965	7.801602634517396e-8	0.0014426949145842423	0.8593953927631652	0.9994628079712078	FALSE
ZNF496	0.018789480177757098	7.759591906406837e-8	0.0014426950054785015	0.8809016584871248	0.9994628079712078	FALSE
PTP4A2	0.3154812466892652	7.604074966625575e-8	0.0014426947489232498	0.8195943985921131	0.9994628079712078	FALSE
CLASP1	0.08539713013486819	7.469112331774656e-8	0.0014426949494279653	0.8810042567452565	0.9994628079712078	FALSE
NTRK3	0.0705073675687245	7.272556665547919e-8	0.0014426949633291816	0.8810543515406725	0.9994628079712078	FALSE
SLC25A48	0.031754135304376555	7.223391582780283e-8	0.0014426949791379298	0.8818534171486032	0.9994628079712078	FALSE
MMACHC	0.0406978231375692	7.197264111932108e-8	0.001442695003892006	0.8723016520640078	0.9994628079712078	FALSE
DCUN1D3	0.0782359098331957	7.13306271071563e-8	0.0014426949272344444	0.870714191126304	0.9994628079712078	FALSE
UBE2D3	0.13850942969092056	6.881173379413221e-8	0.0014426949589219642	0.8955402302757487	0.9994628079712078	FALSE
TFRC	0.02038291681824494	6.855754298373355e-8	0.001442695007143563	0.8886151388639959	0.9994628079712078	FALSE
ANKRD1	0.3101338071315506	6.83034656861163e-8	0.0014426949964376544	0.7818752992885097	0.9994628079712078	FALSE
POU2F1	0.046489177704768236	6.815060795727671e-8	0.0014426949498849602	0.8971108143834619	0.9994628079712078	FALSE
SOX2-OT	0.06304174500095287	6.792083703189039e-8	0.0014426950330192157	0.9288147294822338	0.9994628079712078	FALSE
MS4A2	0.06095030855214313	6.740346119417847e-8	0.0014426949121598065	0.859275262013075	0.9994628079712078	FALSE
GALR1	0.7356390456980989	6.727594533298308e-8	0.0014426949290306161	0.7046237090881067	0.9994628079712078	FALSE
RNF150	0.0056517459037130355	6.704211650501157e-8	0.0014426950084880617	0.8899623976445047	0.9994628079712078	FALSE
KRTCAP2	0.0056517459037130355	6.592311460108666e-8	0.0014426950084722742	0.8899623976445047	0.9994628079712078	FALSE
GATB	0.04690158637826487	6.575656780292794e-8	0.0014426949588674846	0.8806701630156659	0.9994628079712078	FALSE
ZSWIM1	0.06455401203754328	6.425852317201272e-8	0.0014426949570565313	0.891751938728453	0.9994628079712078	FALSE
MDGA2	0.047382387878060456	6.402931984304937e-8	0.0014426949611803259	0.8894164005430147	0.9994628079712078	FALSE
NTPCR	0.0035243635370233828	6.402719809206138e-8	0.0014426950349792798	0.8940368429089737	0.9994628079712078	FALSE
GRIK2	0.00688441819767586	6.375848191611439e-8	0.001442695008851705	0.8903983630234625	0.9994628079712078	FALSE
MIR4280HG	0.033941690322170724	6.28480278869482e-8	0.0014426950088530983	0.890402439979593	0.9994628079712078	FALSE
CD27-AS1	0.14116839920407936	6.034449066655452e-8	0.0014426949314036298	0.810340931760468	0.9994628079712078	FALSE
RORA	0.005939900650668356	5.9460432673837966e-8	0.0014426950092776933	0.889763892947613	0.9994628079712078	FALSE
ELMO1-AS1	1.0074927776470375	5.921512387410379e-8	0.0014426948516645388	0.8977533463477193	0.9994628079712078	FALSE
FLNC	0.008695771725916342	5.734917940160549e-8	0.0014426950084952567	0.8901375649624834	0.9994628079712078	FALSE
SFSWAP	0.4843104065293747	5.72688872533129e-8	0.0014426949401160664	0.9885068418434745	0.9994628079712078	FALSE
CDH13	0.008838280118524213	5.658034215844576e-8	0.0014426950084894916	0.8901374981810226	0.9994628079712078	FALSE
CHFR	0.013954340375317249	5.647934831836721e-8	0.0014426950079684832	0.8895318480206328	0.9994628079712078	FALSE
C16orf54	0.009767942031215338	5.5904287529473934e-8	0.001442695012831851	0.8922081462443596	0.9994628079712078	FALSE
GREM1	0.00988308060393525	5.5852453147999054e-8	0.0014426950128305339	0.8922081737995198	0.9994628079712078	FALSE
PLEKHG7	0.04744674164772056	5.5758317952097525e-8	0.0014426949362637473	0.7822435580769229	0.9994628079712078	FALSE
PIGX	0.04521680860253156	5.494977692570851e-8	0.0014426949645764998	0.8849562302220821	0.9994628079712078	FALSE
PCDHGB2	0.011491705274324693	5.4597107126838333e-8	0.0014426949985771526	0.8894623964970728	0.9994628079712078	FALSE
SRD5A1	0.057377572689042373	5.365456962655398e-8	0.0014426949587228693	0.8885612335840143	0.9994628079712078	FALSE
SKIC8	0.013092256463855824	5.2515821958510945e-8	0.001442695009120935	0.8897642700152602	0.9994628079712078	FALSE
ERO1A	0.010696707296411744	5.2293640775050846e-8	0.0014426950083172815	0.8899641853312213	0.9994628079712078	FALSE
TUBE1	0.055907542751367	5.0925996014526556e-8	0.0014426949605634868	0.8890409331938651	0.9994628079712078	FALSE
BRWD1	0.0031315800296261836	5.081116482214093e-8	0.0014426950117168225	0.8917651064006208	0.9994628079712078	FALSE
PIK3R1	0.6954770190978516	5.061794815340843e-8	0.0014426949373639274	0.8973708970256995	0.9994628079712078	FALSE
MIR4290HG	0.01535084590766218	5.037888676530726e-8	0.001442695011706154	0.891769076518787	0.9994628079712078	FALSE
RSF1	0.017227704465265673	4.994236415905652e-8	0.0014426950116965297	0.8917694319050896	0.9994628079712078	FALSE
WDR70	0.35099081831976836	4.958219723647816e-8	0.001442694916029183	0.748362707165782	0.9994628079712078	FALSE
OR7D2	0.06198632324925527	4.9564653573526034e-8	0.0014426949555385068	0.8921938175480911	0.9994628079712078	FALSE
UBA1	0.004997465538480483	4.8653445935119284e-8	0.0014426950345759301	0.8940312862866946	0.9994628079712078	FALSE
BAG4	0.10988957721156899	4.860296788144551e-8	0.0014426949273557766	0.9069698828167272	0.9994628079712078	FALSE
SF1	0.026737032445942506	4.8245463795922574e-8	0.0014426950116606908	0.8917707984043278	0.9994628079712078	FALSE
GRPEL2	0.01270116812190229	4.8170418809086065e-8	0.0014426950116597603	0.8917673584211981	0.9994628079712078	FALSE
DGKZ	0.01776089506427467	4.790305254618286e-8	0.0014426950123394898	0.8920774015446319	0.9994628079712078	FALSE
