"Genes","10","100","1000","10000"
"10",NA,6.24883306750737e-16,0.000107110574200319,1.13282428241757e-11
"100",6.24883306750737e-16,NA,0.831170409541762,6.85156946382735e-11
"1000",0.000107110574200319,0.831170409541762,NA,4.04315010060381e-17
"10000",1.13282428241757e-11,6.85156946382735e-11,4.04315010060381e-17,NA
